Word,Occurrences,Length,LgSUBTLWF
revolution,1,10,2.799
revolutionary,1,13,2.352
revolve,1,7,1.556
revolver,1,8,2.152
reward,1,6,2.964
rewarding,1,9,1.935
rhapsody,1,8,1.447
rhino,1,5,2.029
rhinoceros,1,10,1.591
Rhode Island,NA,12,1
rhubarb,1,7,1.748
rhyme,1,5,2.354
rhythm,1,6,2.746
rhythmic,1,8,1.724
rib,1,3,2.48
ribbon,1,6,2.413
ribcage,1,7,1
ribs,1,4,2.63
rice,1,4,2.886
rich,1,4,3.613
riches,1,6,2.233
richness,1,8,1.204
rid,2,3,3.485
riddle,1,6,2.365
ride,1,4,3.839
rider,1,5,2.595
ridicule,1,8,2.004
ridiculous,1,10,3.453
riding,1,6,3.213
rifle,1,5,2.872
rift,1,4,1.748
right,1,5,5.311
righteous,1,9,2.303
righteousness,1,13,1.954
rights,1,6,3.179
rigid,1,5,1.982
rim,1,3,2.1
rind,1,4,1.176
ring,1,4,3.675
ringing,1,7,2.954
rings,2,5,3.183
rinse,1,5,2.083
riot,1,4,2.521
rip,1,3,3.012
ripe,1,4,2.33
ripped,1,6,2.988
rise,1,4,3.146
rising,1,6,2.634
risk,1,4,3.398
risky,1,5,2.595
rite,1,4,1.875
ritual,1,6,2.66
ritzy,1,5,1.301
rival,1,5,2.288
rivalry,1,7,1.74
river,1,5,3.452
roach,1,5,2.134
road,2,4,3.757
roadblock,1,9,2.009
roadkill,NA,8,1
roads,1,5,2.666
road trip,NA,9,1
roadway,1,7,1.079
roam,1,4,2.24
roar,1,4,2.314
roast,2,5,2.699
roast beef,NA,10,1
roasted,1,7,1.94
roasting,1,8,1.602
rob,1,3,3.075
robber,1,6,2.38
robbers,1,7,2.365
robbery,1,7,3.07
robbing,1,7,2.521
robe,1,4,2.638
Robert,1,6,3.508
robes,1,5,2.072
robin,2,5,3.105
Robin Hood,NA,10,1
robot,1,5,2.794
robotics,NA,8,1
robust,1,6,1.568
rock,1,4,3.643
rocker,1,6,1.813
rocket,1,6,2.782
rocking,2,7,2.35
rocking chair,NA,13,1
rocks,1,5,3.067
rocky,1,5,2.907
rod,1,3,2.739
rodent,1,6,1.968
rodents,1,7,1.716
rodeo,1,5,2.453
Roger,1,5,3.405
rogue,1,5,2.281
role,2,4,2.969
role model,NA,10,1
roll,1,4,3.509
roller,2,6,2.468
roller coaster,NA,14,1
rolling,1,7,3.041
rolls,1,5,2.652
Roman,1,5,2.728
romance,1,7,2.899
Romans,1,6,2.185
romantic,1,8,3.254
Rome,1,4,2.986
roof,1,4,3.26
rook,1,4,1.857
rookie,1,6,2.403
room,3,4,4.351
roommate,1,8,2.765
roost,1,5,1.663
rooster,1,7,2.297
root,1,4,2.728
roots,1,5,2.513
rope,1,4,3.064
ropes,1,5,2.483
rose,1,4,3.432
rosebud,1,7,1.863
rosemary,1,8,2.403
roses,1,5,2.86
rot,1,3,2.597
rotate,1,6,1.996
rotation,1,8,2.176
rotor,1,5,1.398
rotten,1,6,2.95
rotting,1,7,2.223
rotund,1,6,0.845
rouge,1,5,2.22
rough,1,5,3.281
roughly,1,7,2.207
round,1,5,3.531
roundabout,1,10,1.362
rounded,1,7,1.924
route,1,5,3.037
routine,1,7,3.006
rover,1,5,2.233
row,1,3,3.128
rowdy,1,5,1.724
rowing,1,6,1.819
royal,1,5,3.074
royalty,1,7,2.303
rub,1,3,2.897
rubber,1,6,2.854
rubbers,1,7,1.833
rubbery,1,7,1
rubbing,1,7,2.384
rubbish,1,7,2.456
rubric,1,6,0.477
ruby,1,4,2.784
rucksack,1,8,0.954
ruckus,1,6,1.881
rude,1,4,3.051
rudeness,1,8,1.643
Rudolph,1,7,1
rue,1,3,1.959
ruffle,1,6,1.477
rug,1,3,2.726
rugby,1,5,1.653
rugged,1,6,2.013
ruin,1,4,3.163
ruined,1,6,3.115
ruins,1,5,2.354
rule,1,4,3.39
ruler,1,5,2.212
rules,1,5,3.536
ruling,1,6,2.322
rum,1,3,2.583
rumble,1,6,2.146
ruminate,1,8,0.778
rummy,1,5,1.875
rumor,1,5,2.726
rump,1,4,1.863
run,2,3,4.252
runaway,1,7,2.318
run away,NA,8,1
rundown,1,7,1.875
rung,1,4,1.857
runner,1,6,2.405
running,1,7,3.906
runny,1,5,1.819
runway,1,6,2.447
rural,1,5,1.778
ruse,1,4,1.935
rush,1,4,3.205
rushed,1,6,2.43
rusk,1,4,1.398
Russia,1,6,2.8
Russian,1,7,3.177
rust,1,4,2.107
rustic,1,6,1.613
rusty,1,5,2.818
rut,1,3,1.898
ruthless,1,8,2.326
rye,1,3,2.328
s,NA,1,1
sabbath,NA,7,1
saber,1,5,1.623
sack,1,4,2.82
sacred,1,6,2.855
sacrifice,1,9,2.961
sad,1,3,3.51
sadden,1,6,0.699
saddle,1,6,2.602
sadness,1,7,2.389
sadomasochism,1,13,0.477
safari,1,6,2.029
safe,1,4,3.864
safeguard,1,9,1.69
safety,1,6,3.217
saga,1,4,1.613
sage,1,4,1.954
Sahara,1,6,1.863
said,1,4,4.752
sail,1,4,2.846
sailboat,1,8,1.919
sailing,1,7,2.682
sailor,1,6,2.801
sailors,1,7,2.35
sails,1,5,2.217
saint,1,5,2.961
sake,1,4,3.515
salad,2,5,2.939
salad dressing,NA,14,1
salamander,1,10,0.954
salami,1,6,2.061
salary,1,6,2.74
sale,2,4,3.113
sales,1,5,2.812
salesman,1,8,2.727
salesperson,NA,11,1
salient,1,7,1.146
saliva,1,6,2.134
salmon,1,6,2.525
salon,1,5,2.371
saloon,1,6,2.42
salsa,NA,5,1
salt,1,4,2.998
saltine,NA,7,1
salty,1,5,2.107
salutation,1,10,0.845
salutations,1,11,1.544
salute,1,6,2.569
salvation,1,9,2.41
salve,1,5,1.477
same,1,4,4.328
sameness,1,8,0.954
sample,1,6,2.872
samurai,1,7,2.207
sanctimonious,1,13,1.633
sanctuary,1,9,2.344
sand,1,4,3.015
sandals,1,7,1.949
sandpaper,1,9,1.362
Sandra,1,6,2.571
sandwich,1,8,3.049
sandy,1,5,3.075
sane,1,4,2.45
San Francisco,NA,13,1
sanitary,1,8,1.653
sanitation,1,10,1.785
sanity,1,6,2.146
sans,1,4,1.398
Santa,2,5,3.377
Santa Claus,NA,11,1
sap,1,3,2.253
sapphire,1,8,1.792
sappy,1,5,1.643
sarcasm,1,7,2.167
sarcastic,1,9,2.127
sardine,1,7,1.672
sash,1,4,1.771
sashimi,NA,7,1
sassy,1,5,2.217
Satan,1,5,2.613
satchel,1,7,1.881
satellite,1,9,2.902
satin,1,5,2.127
satisfaction,1,12,2.551
satisfactory,1,12,2.188
satisfied,1,9,2.899
satisfy,1,7,2.458
satisfying,1,10,2.114
saturate,1,8,1.041
saturated,1,9,1.643
Saturday,1,8,3.385
Saturn,1,6,1.892
sauce,2,5,2.901
saucepan,1,8,0.954
saucer,1,6,2.149
saucy,1,5,1.799
sauna,1,5,1.845
sausage,1,7,2.6
savage,1,6,2.563
Savannah,NA,8,1
save,1,4,3.918
saved,1,5,3.551
saver,1,5,1.505
saving,1,6,3.187
savings,1,7,2.586
savior,1,6,2.24
savor,1,5,1.69
savory,1,6,1.079
savvy,1,5,1.74
saw,1,3,4.312
sawdust,1,7,1.491
sax,1,3,1.813
saxophone,1,9,1.94
say,1,3,4.922
saying,1,6,4.173
says,1,4,4.214
scab,1,4,1.518
scaffolding,1,11,1.114
scale,1,5,2.687
scales,1,6,2.017
scallop,1,7,1
scalp,1,5,2.276
scalpel,1,7,2.209
scaly,1,5,1.23
scam,NA,4,1
scan,1,4,2.682
scandal,1,7,2.618
scandalous,1,10,1.672
scanner,1,7,2.179
scapegoat,1,9,1.756
scar,1,4,2.636
scarce,1,6,1.944
scarcity,1,8,0.954
scare,1,5,3.234
scarecrow,1,9,1.954
scared,1,6,3.833
scarf,1,5,2.38
scarlet,1,7,2.225
scary,1,5,3.126
scatter,1,7,2.097
scattered,1,9,2.281
scavenger,1,9,1.653
scenario,1,8,2.505
scene,1,5,3.581
scenery,1,7,2.288
scenic,1,6,1.732
scent,1,5,2.484
scented,1,7,1.672
schedule,1,8,3.182
schematic,1,9,1.771
scheme,1,6,2.569
scheming,1,8,1.708
schizophrenia,1,13,1.845
scholar,1,7,2.272
scholarly,1,9,1.362
scholarship,1,11,2.706
school,5,6,4.23
science,2,7,3.279
science fiction,NA,15,1
scientific,1,10,2.764
scientist,1,9,2.794
Scientology,1,11,1.204
scissor,1,7,1.279
scissors,1,8,2.534
scold,1,5,1.833
scoop,1,5,2.462
scooter,1,7,2.146
scope,1,5,2.458
score,1,5,3.191
scorn,1,5,1.778
scorpion,1,8,2.137
scotch,NA,6,1
Scotland,1,8,2.579
scoundrel,1,9,2.185
scour,1,5,1.505
scout,2,5,2.818
scouts,1,6,2.447
scowl,1,5,1.431
scrabble,1,8,1.987
scramble,1,8,2.093
scrambled,1,9,2.566
scrap,1,5,2.35
scrape,1,6,2.324
scraper,1,7,0.778
scratch,1,7,2.983
scratchy,1,8,1.699
scrawny,1,7,1.909
scream,1,6,3.13
screaming,1,9,3.289
screech,1,7,2.504
screen,1,6,3.077
screw,1,5,3.282
screwdriver,1,11,2.111
screws,1,6,2.253
scribble,1,8,1.518
scribe,1,6,1.146
script,1,6,3
scroll,1,6,2.068
scrub,1,5,2.504
scrubs,1,6,1.568
scrumptious,1,11,1.591
scrutinize,1,10,1.079
scuba,1,5,1.898
sculpture,1,9,2.204
scum,1,4,2.704
scumbag,NA,7,1
scythe,1,6,1.23
sea,1,3,3.485
seafood,1,7,2.017
seagull,1,7,1.799
seahorse,1,8,0.903
seal,1,4,2.877
seam,1,4,1.532
seaman,1,6,1.94
seamstress,1,10,1.447
search,2,6,3.392
search engine,NA,13,1
searching,1,9,2.933
searing,1,7,1.23
seashell,NA,8,1
seashore,1,8,1.398
seaside,1,7,1.532
season,1,6,3.206
seasonal,1,8,1.708
seasoning,1,9,1.447
seasons,1,7,2.324
seat,1,4,3.604
seatbelt,NA,8,1
seating,1,7,2.041
Seattle,1,7,2.805
seaweed,1,7,1.949
secluded,1,8,1.724
second,1,6,4.162
secondary,1,9,2.322
seconds,1,7,3.557
secret,1,6,3.747
secretary,1,9,3.229
secretive,1,9,1.839
secrets,1,7,3.086
sect,1,4,1.58
section,1,7,3.145
sector,1,6,2.558
secure,1,6,3.094
security,2,8,3.682
sedate,1,6,1.813
sedative,1,8,2.117
seduce,1,6,2.248
seduction,1,9,1.708
seductive,1,9,1.591
see,2,3,5.115
seed,1,4,2.588
seeds,1,5,2.36
seedy,1,5,1.58
seeing,1,6,3.748
seek,1,4,2.971
seeker,1,6,1.681
seeking,1,7,2.461
seem,1,4,3.853
seen,1,4,4.293
seep,1,4,1
seesaw,1,6,1.362
see through,NA,11,1
segment,1,7,2.009
segregate,1,9,0.903
segregation,1,11,1.643
seize,1,5,2.393
seldom,1,6,2.225
select,1,6,2.258
selection,1,9,2.367
selective,1,9,1.785
self,1,4,2.859
selfish,1,7,2.91
selfless,1,8,1.973
sell,1,4,3.673
seller,1,6,2.053
selling,1,7,3.283
semen,1,5,2.305
semester,1,8,2.55
semi,1,4,2.079
seminar,1,7,2.338
senate,1,6,2.521
senator,1,7,3.228
send,1,4,3.962
sender,1,6,1.591
sending,1,7,3.253
senile,1,6,1.949
senior,1,6,3.127
sensation,1,9,2.398
sense,2,5,3.828
senses,1,6,2.636
sensibility,1,11,1.415
sensible,1,8,2.542
sensitive,1,9,3.061
sensory,1,7,1.748
sensual,1,7,1.892
sensuous,1,8,1.415
sentence,1,8,3.02
sentences,1,9,2.228
sentient,1,8,1.38
sentimental,1,11,2.556
sentry,1,6,1.851
separate,1,8,3.045
separation,1,10,2.396
sequence,1,8,2.632
serendipity,1,11,1.477
serene,1,6,1.806
serenity,1,8,1.964
sergeant,1,8,3.507
serial,1,6,2.762
series,1,6,3.012
serious,1,7,3.879
seriously,1,9,3.515
sermon,1,6,2.146
serpent,1,7,2
servant,1,7,2.792
serve,1,5,3.287
server,1,6,2.303
service,2,7,3.61
services,1,8,3.023
serving,1,7,2.776
sesame,1,6,1.898
session,1,7,2.832
set,2,3,4.072
setback,1,7,1.898
setting,1,7,3.041
settle,1,6,3.331
settlement,1,10,2.509
set up,NA,6,1
seven,1,5,3.727
seventies,1,9,1.477
several,1,7,3.296
severe,1,6,2.682
severity,1,8,1.491
sew,1,3,2.449
sewage,1,6,1.785
sewer,1,5,2.382
sewing,2,6,2.299
sewing machine,NA,14,1
sex,1,3,3.89
sexism,1,6,1
sexist,1,6,1.954
sexual,1,6,3.229
sexuality,1,9,2.201
sexy,1,4,3.185
shabby,1,6,1.944
shack,1,5,2.461
shackle,1,7,1.23
shade,1,5,2.484
shades,1,6,2.164
shadow,1,6,3.034
shadowy,1,7,1.94
shady,1,5,2.083
shaft,1,5,2.595
shag,1,4,1.991
shaggy,1,6,1.898
shake,1,5,3.306
shaken,1,6,2.23
shaker,1,6,1.914
Shakespeare,1,11,2.762
shaking,1,7,2.818
shaky,1,5,2.182
shall,1,5,3.975
shallow,1,7,2.48
sham,1,4,1.892
shaman,1,6,2.111
shame,1,5,3.326
shameful,1,8,1.996
shampoo,1,7,2.334
shamrock,1,8,1.176
shanty,1,6,1.38
shape,1,5,3.188
shaped,1,6,2.26
shapes,1,6,1.991
shard,1,5,1.58
share,1,5,3.55
shares,1,6,2.512
sharing,1,7,2.795
shark,1,5,2.884
sharp,2,5,3.084
sharpen,1,7,1.763
sharpie,NA,7,1
shatter,1,7,1.863
shave,1,5,2.847
shaving,1,7,2.476
shawl,1,5,1.851
she,1,3,5.28
shears,1,6,1.69
shed,1,4,2.749
sheen,1,5,1.69
sheep,2,5,2.836
sheer,1,5,2.369
sheet,1,5,2.773
sheets,1,6,2.804
shelf,1,5,2.551
shell,1,5,2.829
shellfish,1,9,1.708
shells,1,6,2.455
shelter,1,7,2.775
sheltered,1,9,1.732
shelves,1,7,2.149
shepherd,1,8,2.58
sheriff,1,7,3.494
Sherlock,1,8,2.431
sherry,1,6,2.849
shield,1,6,2.622
shift,1,5,3.066
shifty,1,6,1.58
shimmer,1,7,1.462
shin,1,4,2.199
shine,1,5,3.023
shingle,1,7,1.591
shingles,1,8,1.532
shining,1,7,2.701
shiny,1,5,2.601
ship,1,4,3.703
shipment,1,8,2.509
shipping,1,8,2.509
ships,1,5,3.001
shipwreck,1,9,1.447
shirt,2,5,3.374
shit,1,4,4.384
shitty,1,6,2.571
shiver,1,6,1.898
shock,1,5,3.167
shocked,1,7,2.777
shocking,1,8,2.5
shoddy,1,6,1.58
shoe,1,4,3.191
shoelace,1,8,1.591
shoemaker,1,9,1.491
shoes,1,5,3.578
shoot,1,5,3.925
shooter,1,7,2.699
shooting,1,8,3.458
shop,1,4,3.437
shopper,1,7,1.532
shopping,1,8,3.185
shops,1,5,2.362
shore,1,5,3.006
short,1,5,3.64
shortage,1,8,2.13
shortbread,1,10,1.041
shortcake,1,9,1.431
shorten,1,7,1.724
shorter,1,7,2.479
shorts,1,6,2.682
shot,1,4,4.064
shotgun,1,7,2.71
shots,1,5,3.161
should,1,6,4.734
shoulder,1,8,3.126
shoulders,2,9,2.779
shout,1,5,2.924
shouting,1,8,2.872
shove,1,5,2.829
shovel,1,6,2.544
show,5,4,4.396
shower,1,6,3.322
showers,1,7,2.389
show off,NA,8,1
show up,NA,7,1
showy,1,5,1.204
shred,1,5,2.179
shriek,1,6,1.518
shrill,1,6,1.398
shrimp,1,6,2.648
shrine,1,6,2.182
shrink,1,6,2.762
shrivel,1,7,1.322
shrub,1,5,1.176
shrubbery,1,9,1.279
shrubs,1,6,1.23
shrug,1,5,1.322
shudder,1,7,1.763
shuffle,1,7,2.179
shun,1,4,1.431
shut,2,4,4.129
shutter,1,7,1.875
shuttle,2,7,2.452
shut up,NA,7,1
shy,1,3,2.972
sibling,1,7,1.699
siblings,1,8,2.004
sick,1,4,3.926
sickening,1,9,1.672
sickle,1,6,1.462
sickly,1,6,1.602
sickness,1,8,2.608
side,1,4,4.011
sideburns,1,9,1.778
sides,1,5,2.918
sidewalk,1,8,2.447
sideways,1,8,2.149
siding,1,6,1.839
siesta,1,6,1.415
sieve,1,5,1.447
sigh,1,4,2.24
sight,1,5,3.364
sign,2,4,3.832
signal,1,6,3.285
signature,1,9,2.795
significance,1,12,2.253
significant,1,11,2.521
sign language,NA,13,1
signs,1,5,3.051
silence,1,7,3.112
silent,1,6,3.07
silk,1,4,2.699
silky,1,5,1.613
sill,1,4,1.38
silly,1,5,3.464
silo,1,4,1.69
silver,1,6,3.209
silverware,1,10,2.041
similar,1,7,2.843
similarity,1,10,1.568
simile,1,6,1.146
simple,1,6,3.659
simplicity,1,10,1.845
simply,1,6,3.373
Simpsons,NA,8,1
sin,1,3,2.911
since,1,5,4.206
sincere,1,7,2.486
sincerely,1,9,2.398
sincerity,1,9,2.013
sine,1,4,1
sinful,1,6,1.944
sing,1,4,3.697
singer,1,6,2.904
singers,1,7,2.207
singing,1,7,3.358
single,1,6,3.566
singular,1,8,1.819
sinister,1,8,2.049
sink,1,4,2.937
sinker,1,6,1.462
sinner,1,6,2.104
sinus,1,5,1.954
sip,1,3,2.417
sir,1,3,4.692
siren,1,5,2.525
sirloin,1,7,1.505
sissy,1,5,2.572
sister,1,6,3.964
sisters,1,7,3.145
sit,1,3,4.201
sitcom,NA,6,1
site,1,4,2.992
sitting,1,7,3.683
situate,1,7,0.778
situation,1,9,3.624
six,2,3,4.008
six pack,NA,8,1
sixth,1,5,2.742
sixties,1,7,1.699
size,1,4,3.372
sizzle,1,6,1.518
skate,1,5,2.48
skateboard,1,10,1.935
skater,1,6,1.991
skating,1,7,2.401
skeleton,1,8,2.418
skeptic,NA,7,1
skeptical,1,9,1.881
sketch,1,6,2.403
sketchy,1,7,1.806
skewed,NA,6,1
ski,1,3,2.617
skies,1,5,2.583
skiing,1,6,2.328
skill,1,5,2.607
skilled,1,7,2.086
skillet,1,7,1.799
skillful,1,8,1.613
skills,1,6,2.872
skim,1,4,1.643
skin,1,4,3.352
skinny,1,6,2.854
skip,1,4,3.032
skipping,1,8,2.22
skirt,1,5,2.707
skis,1,4,1.845
skit,1,4,1.633
skittish,1,8,1.518
skull,1,5,2.876
skunk,1,5,2.223
sky,1,3,3.359
skyline,1,7,1.544
skyscraper,1,10,1.613
slab,1,4,1.978
slack,1,5,2.481
slacker,1,7,1.602
slacks,1,6,1.756
slam,1,4,2.473
slander,1,7,1.813
slang,1,5,1.857
slant,1,5,1.771
slanted,1,7,1.255
slap,1,4,2.804
slash,1,5,2.09
slate,1,5,2.22
slaughter,1,9,2.446
slave,1,5,2.974
slavery,1,7,2.318
slaves,1,6,2.618
slay,1,4,2.041
slayer,1,6,2.161
sleazy,1,6,2.049
sled,1,4,2.176
sledge,1,6,1.398
sleek,1,5,1.643
sleep,1,5,4.065
sleeping,2,8,3.481
sleeping pill,NA,13,1
sleepless,1,9,1.845
sleeplessness,1,13,0.699
sleepy,1,6,2.642
sleet,1,5,1.532
sleeve,1,6,2.458
sleigh,1,6,2.225
slender,1,7,1.591
sleuth,1,6,1.041
slice,1,5,2.639
slick,1,5,2.545
slide,1,5,2.959
sliding,1,7,2.283
slight,1,6,2.716
slightly,1,8,2.761
slim,1,4,2.783
slime,1,5,2.152
slimy,1,5,2.204
sling,1,5,2.072
slingshot,1,9,1.857
slinky,1,6,1.699
slip,1,4,3.121
slipped,1,7,2.929
slipper,1,7,2.057
slippers,1,8,2.422
slippery,1,8,2.354
slipping,1,8,2.483
slither,1,7,1.079
sliver,1,6,1.38
slob,1,4,2.263
slogan,1,6,2.107
slop,1,4,1.978
slope,1,5,2.179
sloppy,1,6,2.479
slot,1,4,2.449
sloth,1,5,1.875
slovenly,1,8,0.602
slow,2,4,3.589
slow down,NA,9,1
slowly,1,6,3.107
sludge,1,6,1.398
slug,1,4,2.405
slum,1,4,1.819
slumber,1,7,2.149
slur,1,4,1.398
slurp,1,5,1.362
slushy,1,6,0.602
slut,1,4,2.763
slutty,NA,6,1
sly,1,3,2.137
smack,1,5,2.687
small,1,5,3.804
smaller,1,7,2.833
smallest,1,8,2.223
smart,2,5,3.691
smartass,NA,8,1
smartphone,NA,10,1
smash,1,5,2.625
smashed,1,7,2.555
smear,1,5,2.049
smell,1,5,3.627
smells,1,6,3.144
smelly,1,6,2.326
smelt,1,5,1.724
smile,1,5,3.471
smiles,1,6,2.501
smiling,1,7,2.943
smirk,1,5,1.623
Smith,NA,5,1
smitten,1,7,1.799
smog,1,4,1.748
smoke,1,5,3.523
smoked,1,6,2.554
smoker,1,6,2.068
smoking,1,7,3.126
smoky,1,5,1.544
smooch,1,6,1.398
smooth,1,6,2.97
smoothie,1,8,1.58
smoothly,1,8,2.146
smother,1,7,1.785
smudge,1,6,1.716
smug,1,4,2.09
smut,1,4,1.851
snack,1,5,2.669
snacks,1,6,2.24
snag,1,4,1.991
snail,1,5,1.959
snails,1,6,2.057
snake,1,5,3.057
snakes,1,6,2.715
snap,1,4,2.948
snappy,1,6,2.179
snaps,1,5,2.161
snapshot,1,8,1.732
snare,1,5,1.602
snatch,1,6,2.301
sneak,1,5,2.936
sneaker,1,7,1.556
sneakers,1,8,2.369
sneaking,1,8,2.607
sneaky,1,6,2.337
sneer,1,5,1.591
sneeze,1,6,2.179
sneezing,1,8,1.756
snide,1,5,1.462
sniff,1,5,2.26
snip,1,4,2.037
sniper,1,6,2.348
snitch,1,6,2.209
snob,1,4,2.049
snobbish,1,8,1.23
snobby,1,6,1.114
snooker,1,7,1.176
snoop,1,5,2.107
snoopy,NA,6,1
snooty,1,6,1.518
snooze,1,6,1.672
snore,1,5,1.919
snorkel,1,7,1.505
snort,1,5,1.778
snot,1,4,2.037
snotty,1,6,1.819
snout,1,5,1.643
snow,2,4,3.204
snowball,1,8,1.857
snowboard,NA,9,1
snowman,1,7,1.991
snow white,NA,10,1
snug,1,4,1.869
snuggle,1,7,1.826
so,3,2,5.335
soak,1,4,2.248
soaked,1,6,2.204
soap,1,4,2.89
soapy,1,5,1.415
soar,1,4,1.898
soaring,1,7,1.732
sob,1,3,1.892
sober,1,5,2.713
soccer,1,6,2.807
sociable,1,8,1.716
social,2,6,3.232
socialism,1,9,1.477
socialist,1,9,1.819
socialize,1,9,1.699
social security,NA,15,1
society,1,7,3.225
sociology,1,9,1.362
sociopath,NA,9,1
sock,1,4,2.662
socket,1,6,1.919
socks,1,5,2.97
soda,2,4,3.006
sodium,1,6,2.104
sofa,1,4,2.477
soft,2,4,3.213
softball,1,8,2.064
soft drink,NA,10,1
soften,1,6,1.887
softly,1,6,2.384
software,1,8,2.635
soggy,1,5,1.708
soil,1,4,2.6
solar,2,5,2.375
solar system,NA,12,1
sold,1,4,3.424
solder,1,6,0.477
soldier,1,7,3.298
soldiers,1,8,3.149
sole,1,4,2.43
solemn,1,6,2.053
solicit,1,7,1.505
solid,1,5,3
solitary,1,8,2.243
solitude,1,8,2.013
solo,1,4,2.64
solution,1,8,2.907
solutions,1,9,1.887
solve,1,5,2.998
solvent,1,7,1.462
somber,1,6,1.23
sombrero,1,8,1.176
some,1,4,4.945
somebody,1,8,4.245
someday,1,7,3.237
somehow,1,7,3.364
someone,1,7,4.357
somersault,1,10,1.415
something,1,9,4.884
sometime,1,8,3.23
sometimes,1,9,3.961
somewhat,1,8,2.667
somewhere,1,9,3.755
son,1,3,4.321
sonar,1,5,2.326
sonata,1,6,1.518
song,1,4,3.679
songbird,1,8,1.114
songs,1,5,3.054
sonic,1,5,2
sonnet,1,6,1.602
sons,1,4,2.965
soon,1,4,4.119
sooner,1,6,3.276
soot,1,4,1.748
soothe,1,6,1.826
soothing,1,8,2.064
sophisticated,1,13,2.54
sophistication,1,14,1.699
soprano,1,7,2.134
sorcerer,1,8,1.944
sorcery,1,7,1.532
sore,2,4,2.884
sore throat,NA,11,1
sorority,1,8,1.987
sorrow,1,6,2.545
sorry,1,5,4.775
sort,1,4,3.88
so so,NA,5,1
soul,1,4,3.594
sound,1,5,3.864
soundless,1,9,0.301
soundtrack,1,10,1.69
soup,1,4,3.109
sour,1,4,2.474
source,1,6,3.158
south,4,5,3.517
South Africa,NA,12,1
South America,NA,13,1
southern,1,8,2.773
South Pole,NA,10,1
sovereign,1,9,2.111
Soviet,1,6,2.558
sow,1,3,1.996
sowing,1,6,1.041
soy,1,3,2.075
spa,1,3,2.38
space,3,5,3.528
spacecraft,1,10,2.064
spaceship,1,9,2.276
Space Shuttle,NA,13,1
spacious,1,8,1.771
spade,1,5,2.075
spades,1,6,2.127
spaghetti,1,9,2.481
Spain,1,5,2.75
spam,1,4,1.778
span,1,4,2.009
Spanish,1,7,3.054
spank,1,5,2.24
spanner,1,7,1
spar,1,4,1.568
spare,1,5,3.197
spark,1,5,2.506
sparkle,1,7,1.935
sparkling,1,9,2.013
sparkly,NA,7,1
sparks,1,6,2.41
Sparky,NA,6,1
sparrow,1,7,2.127
sparse,1,6,1.079
spastic,1,7,1.505
spatula,1,7,1.756
spawn,1,5,1.973
spay,1,4,0.845
speak,1,5,3.98
speaker,1,7,2.548
speakers,1,8,2.004
speaking,1,8,3.552
spear,1,5,2.367
spearmint,1,9,0.845
special,1,7,3.88
specialist,1,10,2.423
specialty,1,9,2.436
species,1,7,2.843
specific,1,8,2.959
speck,1,5,1.982
speckled,1,8,1.322
spectacle,1,9,2.121
spectacles,1,10,1.633
spectacular,1,11,2.462
spectrum,1,8,2.045
speculate,1,9,1.799
speech,1,6,3.288
speechless,1,10,1.954
speed,2,5,3.323
speeding,1,8,2.406
speedometer,1,11,1.114
speed up,NA,8,1
speedy,1,6,2.004
spell,1,5,3.272
spelling,1,8,2.41
spend,1,5,3.677
spending,1,8,3.102
spent,1,5,3.553
sperm,1,5,2.504
spew,1,4,1.398
sphere,1,6,2.104
spherical,1,9,1
sphinx,1,6,1.724
spice,1,5,2.433
spices,1,6,2.061
spicy,1,5,2.23
spider,1,6,2.713
spiders,1,7,2.358
spies,1,5,2.369
spike,1,5,2.797
spikes,1,6,1.863
spiky,1,5,1.079
spill,1,5,2.636
spilling,1,8,2.041
spin,1,4,2.873
spinach,1,7,2.117
spinal,1,6,2.34
spine,1,5,2.468
spineless,1,9,1.653
spinning,1,8,2.574
spiny,1,5,0.903
spiral,1,6,1.964
spirit,1,6,3.401
spirited,1,8,1.799
spirits,1,7,2.916
spiritual,1,9,2.657
spirituality,1,12,1.672
spit,1,4,2.995
spite,2,5,2.59
spiteful,1,8,1.591
splash,1,6,2.334
splat,1,5,1.643
splendid,1,8,2.775
splice,1,6,1.322
splint,1,6,1.653
splinter,1,8,1.881
split,1,5,3.291
Spock,NA,5,1
spoil,1,5,2.774
spoiled,1,7,2.636
spoils,1,6,2.025
spoke,1,5,3.295
spoken,1,6,3.006
sponge,1,6,2.535
spongy,1,6,1.114
sponsor,1,7,2.438
spontaneity,1,11,1.633
spontaneous,1,11,2.33
spook,1,5,2.149
spooky,1,6,2.384
spool,1,5,1.431
spoon,1,5,2.59
sport,1,5,3.007
sports,1,6,3.149
sporty,1,6,1.591
spot,1,4,3.497
spotless,1,8,1.785
spots,1,5,2.723
spotted,1,7,2.719
spotty,1,6,1.518
spouse,1,6,1.991
spout,1,5,1.724
sprain,1,6,1.643
sprawl,1,6,0.903
spray,1,5,2.693
spread,1,6,3.203
spreadsheet,NA,11,1
spree,1,5,2.041
spring,1,6,3.204
springtime,1,10,1.881
sprinkle,1,8,1.875
sprinkler,1,9,1.681
sprinkles,1,9,1.69
sprint,1,6,1.568
sprite,1,6,1.532
sprout,1,6,1.672
spud,1,4,1.681
spunk,1,5,1.839
spunky,1,6,1.518
spurt,1,5,1.301
spy,1,3,3.01
spying,1,6,2.447
squad,1,5,3.04
squander,1,8,1.491
square,1,6,3.21
squares,1,7,2.143
